obstacle_density,radius_setting,test_case_num,source,destination,path_found_yours,path_length_yours,time_yours,nodes_yours,path_found_baseline,path_length_baseline,time_baseline,nodes_baseline,pvi,path_inflation_ratio,ssr
50,tight,17,10944006998,3074602034,True,7159.954913822352,12.762897968292236,12517,True,7159.954913822352,0.05657219886779785,31359,0.0,1.0,60.08482413342262
50,tight,18,3535737813,1835407915,True,8610.633964817269,13.294438123703003,13085,True,8785.517344479193,0.05964183807373047,33219,0.9470492205902382,0.9800941284611064,60.60989192931756
50,tight,19,1832500331,10113638861,True,6368.89971489041,8.27029299736023,7767,True,6368.89971489041,0.035917043685913086,20265,0.0,1.0,61.67283493708364
50,tight,20,10006667081,3925033990,True,3531.233524084723,3.754251718521118,3675,True,3531.233524084723,0.016319990158081055,9271,0.0,1.0,60.360263186279795
50,tight,21,4515109737,11064139368,True,6684.191970367991,12.271392107009888,12206,True,6662.158053345915,0.055139780044555664,30309,0.0,1.0033073242702506,59.728133557689134
50,tight,22,3479147682,7070924830,True,64457.42216081263,29.522802114486694,28288,True,63802.935593736765,0.13182902336120605,72322,0.2991449155940536,1.010257938149481,60.88603744365477
50,tight,23,2519156446,977632822,True,2898.8331310202348,0.9368219375610352,980,True,2898.8331310202348,0.004133939743041992,2329,0.0,1.0,57.9218548733362
50,tight,24,2857860458,11056068705,True,4577.784409459445,5.37566065788269,5506,True,4577.784409459445,0.024567127227783203,13538,0.0,1.0,59.3292953168858
50,tight,25,5068744258,11189424498,True,2499.7792933633473,2.0001509189605713,2063,True,2499.7792933633473,0.009083032608032227,5101,0.0,1.0,59.55694961772202
50,tight,26,3498359660,9999912987,True,9348.442354768467,19.299592971801758,18658,True,9348.442354768467,0.08620691299438477,47973,1.5609506884862148,1.0,61.10728951701999
50,tight,27,11977562724,3498398454,True,1612.6343155927375,0.33709001541137695,370,True,1612.6343155927375,0.0014109611511230469,829,0.0,1.0,55.36791314837153
50,tight,28,3497331305,11782247430,True,8482.52259862475,14.088720321655273,13433,True,8482.52259862475,0.06870508193969727,34823,0.0,1.0,61.424920311288524
50,tight,29,3487075884,3495377502,True,17849.46666495783,21.863535165786743,20813,True,17719.650811959036,0.09285569190979004,52244,1.0802625352140813,1.007326095439261,60.16193247071434
50,tight,30,12772267800,5075056399,True,8671.480125660777,14.295653104782104,14110,True,8671.480125660777,0.06672477722167969,36329,0.0,1.0,61.16050538137576
50,tight,31,268310357,3484264519,True,12181.792292378419,20.168583154678345,20023,True,12181.792292378419,0.09169888496398926,50493,0.0,1.0,60.34499831659834
50,tight,32,2097604343,9874143977,True,4463.9958043563,1.7066020965576172,1792,True,4463.9958043563,0.0074079036712646484,4266,0.0,1.0,57.99343647444913
50,tight,33,3079800856,10945732686,True,2850.276343831078,1.5393970012664795,1672,True,2850.276343831078,0.006834983825683594,3835,0.0,1.0,56.40156453715775
50,tight,34,3500178997,2521404887,True,34606.50144957801,29.23236608505249,27823,True,34231.921061192275,0.13555407524108887,71456,0.0,1.010942429661372,61.06275190326915
50,tight,35,1931989766,3487796010,True,23922.635987557886,27.660205125808716,26497,True,23702.41753786974,0.12240791320800781,67925,0.806019458797733,1.009290969975375,60.9907986750092
50,tight,36,1278980981,2516860150,True,3265.930931552578,1.802412986755371,1839,True,3265.930931552578,0.012129068374633789,4242,0.0,1.0,56.647807637906645
50,tight,37,2516880342,3512815583,True,13123.171063259244,11.939333200454712,11402,True,13123.171063259244,0.0554959774017334,28861,0.0,1.0,60.493399397110295
50,tight,38,6354396888,3487058837,True,12334.906235759785,19.835164785385132,19004,True,12334.906235759785,0.08723092079162598,48294,0.3282654434498853,1.0,60.64935602766389
50,tight,39,12615277928,12311365439,True,4237.3214108094235,5.071317911148071,5191,True,4237.3214108094235,0.023064136505126953,12751,0.0,1.0,59.289467492745665
